"claim.nr";"type";"hidden";"occ.date";"occ.year";"occ.year.fact";"occ.month";"rep.delay";"rep.date";"rep.year";"rep.year.fact";"rep.month";"settlement.date";"settlement.year";"open_obs1";"open_obs2";"open_obs3";"open_obs4";"open_obs5";"open_obs6";"open_obs7";"open_obs8";"open_obs9";"settlement_obs1";"settlement_obs2";"settlement_obs3";"settlement_obs4";"settlement_obs5";"settlement_obs6";"settlement_obs7";"settlement_obs8";"settlement_obs9";"size_obs1";"size_obs2";"size_obs3";"size_obs4";"size_obs5";"size_obs6";"size_obs7";"size_obs8";"size_obs9"
662;"T1";"L";"2018-01-26";2018;"2018";"1";0.396988364134155;"2018-06-20";7;"7";"6";"2023-12-20";2023;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;94.9160689865314;0;597.131304997709;1072.3032068818;0;107.750164001586;0;0;0
663;"T1";"L";"2018-12-08";2018;"2018";"12";0.0602327173169062;"2018-12-30";7;"7";"12";"2020-01-17";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;815.017867319307;0;0;0;0;0;0;0
665;"T1";"L";"2018-08-23";2018;"2018";"8";0.142368240930869;"2018-10-14";7;"7";"10";"2021-10-11";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;568.446375001721;514.052503037241;1669.35616756756;0;0;0;0;0
666;"T1";"L";"2014-10-15";2014;"2014";"10";0.0793976728268309;"2014-11-13";3;"3";"11";"2017-11-13";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1150.31819802683;2596.40959471296;1530.56974485725;0;0;0;0;0
667;"T1";"L";"2017-06-09";2017;"2017";"6";0.0602327173169062;"2017-07-01";6;"6";"7";"2020-03-30";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;389.486631799808;886.389250506422;349.80111662452;124.057339973479;0;0;0;0;0
668;"T3";"M";"2015-01-21";2015;"2015";"1";0.232717316906229;"2015-04-16";4;"4";"4";"2015-05-26";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;156.209057086601;0;0;0;0;0;0;0;0
669;"T2";"L";"2013-05-16";2013;"2013";"5";0.375085557837098;"2013-09-30";2;"2";"9";"2015-03-02";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;102.41198607107;1467.31889321475;0;0;0;0;0;0;0
670;"T2";"M";"2012-10-14";2012;"2012";"10";0.695414099931554;"2013-06-25";2;"2";"6";"2015-01-23";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;3148.65762605624;324.056877351694;0;0;0;0;0;0;0
671;"T1";"L";"2016-03-26";2016;"2016";"3";0.164271047227926;"2016-05-25";5;"5";"5";"2016-08-10";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;222.653543960017;0;0;0;0;0;0;0;0
673;"T1";"L";"2011-12-29";2011;"2011";"12";0.123203285420945;"2012-02-12";1;"1";"2";"2016-06-03";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;473.082929420323;0;331.769583184846;1412.45895180697;394.091855123846;0;0;0;0
674;"T1";"H";"2019-03-03";2019;"2019";"3";0.0082135523613963;"2019-03-06";8;"8";"3";"2019-06-09";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;91.81023391458;0;0;0;0;0;0;0;0
675;"T2";"M";"2012-02-10";2012;"2012";"2";0.435318275154004;"2012-07-18";1;"1";"7";"2014-03-02";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;509.124003208354;167.273309723021;0;0;0;0;0;0;0
676;"T1";"L";"2017-12-15";2017;"2017";"12";0.194387405886379;"2018-02-24";7;"7";"2";"2020-05-31";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;298.734825575154;325.635787943428;169.592080898283;0;0;0;0;0;0
677;"T1";"L";"2013-01-15";2013;"2013";"1";0.454483230663929;"2013-06-30";2;"2";"6";"2013-08-19";2013;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;48.6336812358155;0;0;0;0;0;0;0;0
680;"T2";"M";"2016-06-10";2016;"2016";"6";0.0355920602327173;"2016-06-23";5;"5";"6";"2017-12-16";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;322.006587184771;167.136451054571;0;0;0;0;0;0;0
681;"T1";"M";"2018-10-27";2018;"2018";"10";0.0219028062970568;"2018-11-04";7;"7";"11";"2022-10-27";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;559.586368445404;46.9802911736315;1692.34473403578;800.428852392487;0;0;0;0
682;"T1";"M";"2020-08-22";2020;"2020";"8";0.153319644079398;"2020-10-17";9;"9";"10";"2024-01-15";2024;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;193.92810492915;900.354894025005;1655.19451521784;822.642002018878;0;0;0;0;0
683;"T2";"M";"2017-01-06";2017;"2017";"1";0.706365503080082;"2017-09-21";6;"6";"9";"2021-09-28";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;114.858386278951;182.239624623218;92.296159303649;0;1285.22324456585;0;0;0;0
684;"T3";"M";"2017-08-31";2017;"2017";"8";0.0793976728268309;"2017-09-29";6;"6";"9";"2028-07-15";2028;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;339.323257543927;99.6190830160382;0;624.769711327387;0;4443.30621058191;0;627.605828603437;4735.40842960635
685;"T1";"L";"2015-11-30";2015;"2015";"11";0.0109514031485284;"2015-12-04";4;"4";"12";"2021-04-21";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;459.160489705099;823.230278814901;464.309942869354;4974.99003744999;0;0;0;0
686;"T1";"M";"2016-06-17";2016;"2016";"6";0.0930869267624914;"2016-07-21";5;"5";"7";"2017-11-18";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;280.832817101281;225.149349144754;0;0;0;0;0;0;0
687;"T1";"L";"2019-10-28";2019;"2019";"10";0.369609856262834;"2020-03-11";9;"9";"3";"2023-06-11";2023;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;2209.50497506477;190.402246034587;81.2603662065864;279.013005010658;0;0;0;0;0
688;"T1";"L";"2014-08-27";2014;"2014";"8";0.766598220396988;"2015-06-03";4;"4";"6";"2015-07-25";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
690;"T1";"L";"2019-04-03";2019;"2019";"4";0.134154688569473;"2019-05-22";8;"8";"5";"2021-12-13";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;90.6659643860049;787.076778664018;0;0;0;0;0;0;0
691;"T3";"L";"2014-02-17";2014;"2014";"2";0.295687885010267;"2014-06-05";3;"3";"6";"2016-02-27";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;666.803248181715;0;0;0;0;0;0;0
693;"T1";"L";"2018-09-18";2018;"2018";"9";0.199863107460643;"2018-11-30";7;"7";"11";"2025-11-24";2025;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;128.319717365534;1214.95192938212;666.650571235375;657.076299783957;159.421168465953;951.68868287113;7203.8854660628;3016.87001405768;0
694;"T1";"L";"2015-07-14";2015;"2015";"7";0.31211498973306;"2015-11-05";4;"4";"11";"2017-04-27";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;13.6013438926148;156.146654395837;0;0;0;0;0;0;0
696;"T2";"M";"2014-06-09";2014;"2014";"6";0.353182751540041;"2014-10-16";3;"3";"10";"2015-03-10";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;181.152059342875;0;0;0;0;0;0;0
697;"T2";"L";"2016-08-21";2016;"2016";"8";0.503764544832307;"2017-02-21";6;"6";"2";"2020-09-17";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;191.130126473762;652.003180166053;371.119797895739;0;0;0;0;0;0
698;"T2";"M";"2015-11-09";2015;"2015";"11";0.610540725530459;"2016-06-19";5;"5";"6";"2018-12-24";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;78.0226686571202;366.93771209533;1700.95317135798;0;0;0;0;0;0
699;"T1";"M";"2020-05-14";2020;"2020";"5";0.281998631074606;"2020-08-25";9;"9";"8";"2028-05-09";2028;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;162.683355903068;54.0196963486133;889.506813317528;132.256390683727;428.968066025734;8994.57610769586;545.128265832271;655.488806576726;0
700;"T1";"H";"2015-12-10";2015;"2015";"12";0.0985626283367557;"2016-01-15";5;"5";"1";"2019-06-29";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;715.585305481913;435.229135821884;3095.55122142682;303.86820523184;0;0;0;0;0
702;"T1";"M";"2020-02-17";2020;"2020";"2";0.0848733744010951;"2020-03-19";9;"9";"3";"2021-12-04";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;406.3111153833;0;0;0;0;0;0;0;0
703;"T2";"H";"2014-12-08";2014;"2014";"12";0.232717316906229;"2015-03-03";4;"4";"3";"2015-06-24";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;833.115397548091;0;0;0;0;0;0;0;0
704;"T2";"M";"2013-11-14";2013;"2013";"11";0.394250513347023;"2014-04-07";3;"3";"4";"2020-08-07";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;249.575078381114;1609.21647573171;0;1409.87998464684;0;1681.53908074664;1457.60213548178;0;0
705;"T1";"L";"2018-07-17";2018;"2018";"7";0.0410677618069815;"2018-08-01";7;"7";"8";"2023-07-07";2023;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;121.290764875728;2645.44603580307;909.423659970617;445.773326235748;219.316330410657;1593.59624350314;0;0;0
706;"T1";"H";"2013-01-28";2013;"2013";"1";0.16974674880219;"2013-03-31";2;"2";"3";"2013-05-21";2013;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;322.529288553386;0;0;0;0;0;0;0;0
708;"T1";"M";"2017-05-17";2017;"2017";"5";0.0246406570841889;"2017-05-26";6;"6";"5";"2019-02-14";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;336.388478822078;141.861447245047;0;0;0;0;0;0;0
709;"T3";"M";"2015-06-27";2015;"2015";"6";0.396988364134155;"2015-11-19";4;"4";"11";"2016-09-07";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;176.022713408307;0;0;0;0;0;0;0
710;"T1";"M";"2013-06-09";2013;"2013";"6";0.0027378507871321;"2013-06-10";2;"2";"6";"2014-08-29";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2128.59959054571;0;0;0;0;0;0;0
711;"T1";"H";"2012-04-01";2012;"2012";"4";0.0383299110198494;"2012-04-15";1;"1";"4";"2012-05-16";2012;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;258.817438410528;0;0;0;0;0;0;0;0
712;"T1";"L";"2016-12-03";2016;"2016";"12";0.249144421629021;"2017-03-04";6;"6";"3";"2017-04-19";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
713;"T3";"L";"2013-10-15";2013;"2013";"10";0.777549623545517;"2014-07-26";3;"3";"7";"2015-03-03";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
714;"T1";"L";"2012-10-31";2012;"2012";"10";0.11772758384668;"2012-12-13";1;"1";"12";"2013-08-02";2013;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;648.091786536169;0;0;0;0;0;0;0
715;"T3";"H";"2020-05-14";2020;"2020";"5";0.602327173169062;"2020-12-20";9;"9";"12";"2024-06-12";2024;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;171.153526864801;0;696.972696573656;0;0;0;0;0
716;"T1";"H";"2019-04-05";2019;"2019";"4";0.0930869267624914;"2019-05-09";8;"8";"5";"2023-05-07";2023;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;256.350850823631;575.872567066386;10.2312643366884;83.2228513491281;750.047668732799;0;0;0;0
717;"T1";"M";"2017-08-04";2017;"2017";"8";0.232717316906229;"2017-10-28";6;"6";"10";"2019-08-09";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;378.300361110537;1598.72085647262;0;0;0;0;0;0;0
718;"T1";"H";"2018-08-23";2018;"2018";"8";0.101300479123888;"2018-09-29";7;"7";"9";"2022-12-28";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;90.8124733642227;1462.60655586681;294.854680516178;931.961905108593;126.490235010202;0;0;0;0
720;"T3";"M";"2019-02-10";2019;"2019";"2";0.328542094455852;"2019-06-10";8;"8";"6";"2019-11-08";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;268.359578049892;0;0;0;0;0;0;0;0
721;"T3";"L";"2014-12-06";2014;"2014";"12";0.646132785763176;"2015-07-30";4;"4";"7";"2016-09-26";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1259.45755349325;82.0669080965576;0;0;0;0;0;0;0
722;"T2";"L";"2018-07-23";2018;"2018";"7";0.281998631074606;"2018-11-03";7;"7";"11";"2019-03-17";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;520.330393853635;0;0;0;0;0;0;0
723;"T1";"M";"2016-01-03";2016;"2016";"1";0.199863107460643;"2016-03-16";5;"5";"3";"2017-10-24";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1352.44450785894;1097.38226530594;0;0;0;0;0;0;0
724;"T1";"H";"2013-02-12";2013;"2013";"2";0.0711841204654346;"2013-03-10";2;"2";"3";"2013-05-19";2013;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;244.242025348853;0;0;0;0;0;0;0;0
725;"T1";"M";"2014-04-16";2014;"2014";"4";0.123203285420945;"2014-05-31";3;"3";"5";"2015-07-09";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;230.06973376114;395.882418436413;0;0;0;0;0;0;0
726;"T1";"M";"2017-08-27";2017;"2017";"8";0.0082135523613963;"2017-08-30";6;"6";"8";"2019-03-24";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;78.1065666391721;255.222494225951;341.214031577217;0;0;0;0;0;0
727;"T1";"H";"2016-07-03";2016;"2016";"7";0.438056125941136;"2016-12-10";5;"5";"12";"2019-09-26";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;146.84195854251;403.700300402816;0;466.016966266419;0;0;0;0;0
728;"T3";"M";"2017-08-06";2017;"2017";"8";0.375085557837098;"2017-12-21";6;"6";"12";"2023-12-24";2023;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;235.156599907565;551.233695462938;128.414014685847;175.091417526647;289.686388806306;901.168590109879;0;0
729;"T2";"L";"2018-06-05";2018;"2018";"6";0.339493497604381;"2018-10-07";7;"7";"10";"2023-05-16";2023;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;150.513894590304;122.691981026577;1241.78619064134;229.941251562689;744.793230954858;0;0;0;0
730;"T1";"M";"2013-11-01";2013;"2013";"11";0.26009582477755;"2014-02-04";3;"3";"2";"2018-04-05";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;490.151433168284;850.345739452985;1138.08049146182;291.047295769094;0;0;0;0;0
731;"T2";"M";"2013-03-08";2013;"2013";"3";0.0930869267624914;"2013-04-11";2;"2";"4";"2013-05-15";2013;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
733;"T1";"M";"2016-04-16";2016;"2016";"4";0.15605749486653;"2016-06-12";5;"5";"6";"2019-10-04";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;47.6053592775472;144.522194332154;970.326643957032;2365.74212301304;0;0;0;0;0
734;"T3";"M";"2014-02-17";2014;"2014";"2";0.635181382614648;"2014-10-07";3;"3";"10";"2017-10-10";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;50.0109867434798;0;0;0;0;0;0;0;0
736;"T1";"L";"2019-02-12";2019;"2019";"2";0.191649555099247;"2019-04-23";8;"8";"4";"2024-03-01";2024;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;415.504920364555;162.893267940909;648.918404942452;414.138122098554;1290.33456914868;3512.55238157247;0;0;0
738;"T1";"L";"2014-11-21";2014;"2014";"11";0.0657084188911704;"2014-12-15";3;"3";"12";"2016-10-10";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;585.49201905514;387.491840003017;673.047373163476;0;0;0;0;0;0
739;"T1";"H";"2019-03-14";2019;"2019";"3";0.320328542094456;"2019-07-09";8;"8";"7";"2022-05-06";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;203.908211531683;119.309538469712;139.349046025866;248.486540807336;0;0;0;0;0
744;"T1";"H";"2016-10-02";2016;"2016";"10";0.101300479123888;"2016-11-08";5;"5";"11";"2022-04-21";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;173.416070935176;28.3779728425046;567.786436967095;163.187760575558;0;3239.65922151238;424.150316521175;0;0
745;"T1";"M";"2014-03-27";2014;"2014";"3";0.180698151950719;"2014-06-01";3;"3";"6";"2015-06-10";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;221.598439088101;0;0;0;0;0;0;0;0
746;"T1";"M";"2011-12-18";2011;"2011";"12";0.0520191649555099;"2012-01-06";1;"1";"1";"2012-05-11";2012;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;42.6645084129095;0;0;0;0;0;0;0;0
747;"T1";"L";"2014-11-14";2014;"2014";"11";0.0355920602327173;"2014-11-27";3;"3";"11";"2015-10-19";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;128.513529419068;0;0;0;0;0;0;0
748;"T2";"M";"2015-12-18";2015;"2015";"12";0.462696783025325;"2016-06-04";5;"5";"6";"2018-07-13";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;239.286659424903;0;0;0;0;0;0;0;0
749;"T3";"L";"2019-09-30";2019;"2019";"9";0.224503764544832;"2019-12-21";8;"8";"12";"2022-01-04";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;104.038430123223;793.916389512342;0;0;0;0;0;0
750;"T1";"M";"2013-05-06";2013;"2013";"5";0.0410677618069815;"2013-05-21";2;"2";"5";"2014-12-23";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;472.826526260863;118.239885399951;0;0;0;0;0;0;0
751;"T1";"L";"2019-07-03";2019;"2019";"7";0.0383299110198494;"2019-07-17";8;"8";"7";"2022-08-23";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;147.104217613701;111.916393803801;472.862448736301;613.548655276091;0;0;0;0;0
752;"T2";"M";"2017-02-27";2017;"2017";"2";0.0684462696783025;"2017-03-24";6;"6";"3";"2018-01-06";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;465.538662116894;0;0;0;0;0;0;0;0
754;"T1";"M";"2017-02-13";2017;"2017";"2";0.205338809034908;"2017-04-29";6;"6";"4";"2019-05-29";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1271.44492683869;1042.94820485459;57.5221240532763;0;0;0;0;0;0
756;"T2";"L";"2013-10-03";2013;"2013";"10";0.202600958247775;"2013-12-16";2;"2";"12";"2018-05-16";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;157.159970921227;79.5560643708402;0;0;0;0;0;0
757;"T1";"L";"2017-03-04";2017;"2017";"3";0.199863107460643;"2017-05-16";6;"6";"5";"2019-01-09";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;2392.38824471659;0;0;0;0;0;0;0;0
759;"T2";"H";"2012-12-24";2012;"2012";"12";0.566735112936345;"2013-07-19";2;"2";"7";"2017-04-04";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;393.764968419927;0;168.276158344531;470.005969565403;667.789516823585;0;0;0;0
760;"T2";"H";"2020-07-08";2020;"2020";"7";0.399726214921287;"2020-12-01";9;"9";"12";"2024-01-29";2024;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;705.115521596877;446.630611798331;0;607.519968113437;29.7898379978887;0;0;0;0
761;"T1";"H";"2011-10-11";2011;"2011";"10";0.32580424366872;"2012-02-07";1;"1";"2";"2015-01-31";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;436.400389703179;325.772065669618;0;0;0;0;0;0;0
762;"T1";"L";"2019-08-06";2019;"2019";"8";0.082135523613963;"2019-09-05";8;"8";"9";"2020-04-29";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;855.967272700331;1263.78666325994;0;0;0;0;0;0;0
763;"T2";"M";"2015-02-04";2015;"2015";"2";0.336755646817248;"2015-06-07";4;"4";"6";"2022-12-16";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;61.181271345621;434.999180342159;241.507024056493;415.038010701181;0;2153.46609515665;0;0;0
765;"T1";"M";"2013-10-17";2013;"2013";"10";0.0657084188911704;"2013-11-10";2;"2";"11";"2016-01-29";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1806.43635001709;94.3586291814921;1531.06280313065;0;0;0;0;0;0
766;"T2";"L";"2015-10-15";2015;"2015";"10";0.150581793292266;"2015-12-09";4;"4";"12";"2016-07-03";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;294.735473404116;0;0;0;0;0;0;0
767;"T2";"M";"2014-06-25";2014;"2014";"6";0.15605749486653;"2014-08-21";3;"3";"8";"2015-06-18";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;83.6542787528687;0;0;0;0;0;0;0
768;"T2";"M";"2017-10-17";2017;"2017";"10";0.673511293634497;"2018-06-20";7;"7";"6";"2018-08-01";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;428.656306910135;0;0;0;0;0;0;0;0
769;"T1";"H";"2016-04-11";2016;"2016";"4";0.0711841204654346;"2016-05-07";5;"5";"5";"2019-09-26";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1156.23882489179;263.351709087882;295.282416693457;1067.13791809285;0;0;0;0;0
770;"T3";"M";"2018-12-22";2018;"2018";"12";0.342231348391513;"2019-04-26";8;"8";"4";"2022-08-26";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;388.676299599769;1546.56600956574;228.573244655006;0;0;0;0;0;0
771;"T2";"L";"2017-04-02";2017;"2017";"4";0.490075290896646;"2017-09-28";6;"6";"9";"2019-03-18";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;37.8226437017832;1071.45576679179;326.976719972509;0;0;0;0;0;0
772;"T1";"L";"2020-05-24";2020;"2020";"5";0.0739219712525667;"2020-06-20";9;"9";"6";"2022-03-26";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;281.168903868998;1095.23699984757;493.283031290534;0;0;0;0;0;0
773;"T1";"H";"2017-08-06";2017;"2017";"8";0.202600958247775;"2017-10-19";6;"6";"10";"2019-07-08";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;240.926712358401;134.299118649781;0;0;0;0;0;0;0
774;"T1";"H";"2013-05-06";2013;"2013";"5";0.487337440109514;"2013-10-31";2;"2";"10";"2015-10-28";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;65.45323941347;22.7727747022586;0;0;0;0;0;0;0
775;"T3";"L";"2018-03-11";2018;"2018";"3";0.188911704312115;"2018-05-19";7;"7";"5";"2020-01-18";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;83.4761101499274;0;0;0;0;0;0;0;0
776;"T2";"M";"2019-06-14";2019;"2019";"6";0.418891170431211;"2019-11-14";8;"8";"11";"2023-05-30";2023;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;497.16921609315;941.922138707058;78.9933337185656;170.14469509814;0;0;0;0
777;"T2";"M";"2020-05-24";2020;"2020";"5";0.0848733744010951;"2020-06-24";9;"9";"6";"2021-07-23";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;92.6767120605335;129.958120674175;0;0;0;0;0;0;0
779;"T2";"L";"2015-06-06";2015;"2015";"6";0.462696783025325;"2015-11-22";4;"4";"11";"2025-12-09";2025;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;125.799204650966;855.845474368009;0;301.283294597094;360.806633018059;803.246570696052;9063.14472515744;2296.94276127964
780;"T3";"M";"2013-03-22";2013;"2013";"3";0.752908966461328;"2013-12-22";2;"2";"12";"2014-04-28";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
782;"T3";"M";"2018-12-06";2018;"2018";"12";0.213552361396304;"2019-02-22";8;"8";"2";"2021-10-28";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1024.13254303659;0;0;0;0;0;0;0;0
783;"T1";"H";"2012-11-22";2012;"2012";"11";0.142368240930869;"2013-01-13";2;"2";"1";"2014-08-10";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;901.629610572268;573.904765329739;0;0;0;0;0;0;0
784;"T2";"M";"2020-02-23";2020;"2020";"2";0.254620123203285;"2020-05-26";9;"9";"5";"2020-11-24";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1306.1464553899;0;0;0;0;0;0;0;0
785;"T1";"H";"2016-06-01";2016;"2016";"6";0.0164271047227926;"2016-06-07";5;"5";"6";"2017-07-07";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;72.1584669515779;74.9252047895321;0;0;0;0;0;0;0
786;"T3";"M";"2018-04-15";2018;"2018";"4";0.175222450376454;"2018-06-18";7;"7";"6";"2019-09-18";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;698.52651987854;53.7875299447346;0;0;0;0;0;0;0
787;"T1";"H";"2016-03-06";2016;"2016";"3";0.0082135523613963;"2016-03-09";5;"5";"3";"2018-02-09";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;799.233210146233;687.362976358188;0;0;0;0;0;0;0
788;"T1";"M";"2016-01-05";2016;"2016";"1";0.473648186173854;"2016-06-26";5;"5";"6";"2018-03-17";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;423.005196554601;0;0;0;0;0;0;0;0
789;"T2";"L";"2020-05-03";2020;"2020";"5";0.58590006844627;"2020-12-03";9;"9";"12";"2022-08-09";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;909.478054944906;0;0;0;0;0;0;0
